"","t_year","year","Date","Location","Sublocation","Block","Treatment","Treatment_ID","Subplot","Microtopography","Sph_ang","Sph_cap","Sph_ten","Sph_pap","Sph_div","Sph_rus","Sph_com","Sph_maj","Sph_bal","Sph_fus","Sph_rip","Sph_cf","Total","Notat"
"443","3","2023",2023-09-07,"BSM","1","4","S","S1","3",NA,7,20,11,9,0,0,3,0,0,0,0,0,50,NA
"444","3","2023",2023-09-07,"BSM","1","4","S","S1","4",NA,10,10,20,15,0,0,0,0,0,0,0,0,55,NA
"445","3","2023",2023-09-07,"BSM","1","4","S","S2","1",NA,20,20,7,2,0,0,3,0,3,0,0,0,55,NA
"446","3","2023",2023-09-07,"BSM","1","4","S","S2","2",NA,5,8,5,7,0,0,0,0,5,0,0,0,30,NA
"447","3","2023",2023-09-07,"BSM","1","4","S","S2","3",NA,5,10,10,5,0,0,0,0,0,0,0,0,30,NA
"448","3","2023",2023-09-07,"BSM","1","4","S","S2","4",NA,20,15,10,12,0,0,0,0,3,0,0,0,60,NA
"449","3","2023",2023-09-07,"BSM","2","1","S","S1","1",NA,5,10,70,10,0,0,0,0,0,0,0,0,95,NA
"450","3","2023",2023-09-07,"BSM","2","1","S","S1","2",NA,15,15,15,5,0,0,0,0,0,0,0,0,50,NA
"451","3","2023",2023-09-07,"BSM","2","1","S","S1","3",NA,5,10,65,10,0,0,0,0,0,0,0,0,90,NA
"452","3","2023",2023-09-07,"BSM","2","1","S","S1","4",NA,30,10,50,5,0,0,0,0,0,0,0,0,95,NA
"453","3","2023",2023-09-07,"BSM","2","1","S","S2","1",NA,25,5,15,10,0,0,0,0,0,0,0,0,55,NA
"454","3","2023",2023-09-07,"BSM","2","1","S","S2","2",NA,20,5,10,5,0,0,0,0,0,0,0,0,40,NA
"455","3","2023",2023-09-07,"BSM","2","1","S","S2","3",NA,15,10,10,5,0,0,0,0,0,0,0,0,40,NA
"456","3","2023",2023-09-07,"BSM","2","1","S","S2","4",NA,10,3,19,8,0,0,0,0,0,0,0,0,40,NA
"457","3","2023",2023-09-07,"BSM","2","2","S","S1","1",NA,79,8,5,7,0,0,0,0,0,0,0,0,99,NA
"458","3","2023",2023-09-07,"BSM","2","2","S","S1","2",NA,30,30,20,10,0,0,0,0,0,0,0,0,90,NA
"459","3","2023",2023-09-07,"BSM","2","2","S","S1","3",NA,50,12,33,0,0,0,0,0,0,0,0,0,95,NA
"460","3","2023",2023-09-07,"BSM","2","2","S","S1","4",NA,45,25,12,15,0,0,0,0,2,0,0,0,99,NA
"461","3","2023",2023-09-07,"BSM","2","2","S","S2","1",NA,25,25,18,7,0,0,0,0,0,0,0,0,75,NA
"462","3","2023",2023-09-07,"BSM","2","2","S","S2","2",NA,20,25,10,20,0,0,0,0,0,0,0,0,75,NA
"463","3","2023",2023-09-07,"BSM","2","2","S","S2","3",NA,12,12,8,8,0,0,0,0,0,0,0,0,40,NA
"464","3","2023",2023-09-07,"BSM","2","2","S","S2","4",NA,38,25,13,12,0,0,2,0,0,0,0,0,90,NA
"465","3","2023",2023-09-07,"BSM","2","3","S","S1","1",NA,35,20,28,2,0,0,0,0,5,0,0,0,90,NA
"466","3","2023",2023-09-07,"BSM","2","3","S","S1","2",NA,40,15,38,5,0,0,0,0,0,0,0,0,98,NA
"467","3","2023",2023-09-07,"BSM","2","3","S","S1","3",NA,40,30,12,8,0,0,0,0,5,0,0,0,95,NA
"468","3","2023",2023-09-07,"BSM","2","3","S","S1","4",NA,37,30,20,6,0,0,0,0,2,0,0,0,95,NA
"469","3","2023",2023-09-07,"BSM","2","3","S","S2","1",NA,16,7,5,2,0,0,0,0,0,0,0,0,30,NA
"470","3","2023",2023-09-07,"BSM","2","3","S","S2","2",NA,45,32,8,10,0,0,0,0,0,0,0,0,95,NA
"471","3","2023",2023-09-07,"BSM","2","3","S","S2","3",NA,18,12,30,25,0,0,0,0,0,0,0,0,85,NA
"472","3","2023",2023-09-07,"BSM","2","3","S","S2","4",NA,20,20,40,5,0,0,0,0,0,0,0,0,85,NA
"473","3","2023",2023-09-07,"BSM","2","4","S","S1","1",NA,15,25,15,25,0,0,0,0,0,0,0,0,80,NA
"474","3","2023",2023-09-07,"BSM","2","4","S","S1","2",NA,15,12,10,3,0,0,0,0,0,0,0,0,40,NA
"475","3","2023",2023-09-07,"BSM","2","4","S","S1","3",NA,50,20,15,10,0,0,0,0,0,0,0,0,95,NA
"476","3","2023",2023-09-07,"BSM","2","4","S","S1","4",NA,35,30,20,5,0,0,0,0,0,0,0,0,90,NA
"477","3","2023",2023-09-07,"BSM","2","4","S","S2","1",NA,45,15,13,10,0,0,2,0,0,0,0,0,85,NA
"478","3","2023",2023-09-07,"BSM","2","4","S","S2","2",NA,15,15,5,2,0,0,0,0,3,0,0,0,40,NA
"479","3","2023",2023-09-07,"BSM","2","4","S","S2","3",NA,30,15,30,3,0,0,0,0,2,0,0,0,80,NA
"480","3","2023",2023-09-07,"BSM","2","4","S","S2","4",NA,30,15,25,25,0,0,0,0,0,0,0,0,95,NA
"481","3","2023",2023-09-07,"BSM","3","1","S","S1","1",NA,53,15,10,15,0,0,2,0,0,0,0,5,100,NA
"482","3","2023",2023-09-07,"BSM","3","1","S","S1","2",NA,4,1,0,5,0,0,0,0,0,0,0,0,10,NA
"483","3","2023",2023-09-07,"BSM","3","1","S","S1","3",NA,30,20,15,30,0,0,0,0,3,0,0,0,98,NA
"484","3","2023",2023-09-07,"BSM","3","1","S","S1","4",NA,28,15,35,15,0,0,0,0,2,0,0,0,95,NA
"485","3","2023",2023-09-07,"BSM","3","1","S","S2","1",NA,35,10,25,5,0,0,0,0,0,0,0,0,75,NA
"486","3","2023",2023-09-07,"BSM","3","1","S","S2","2",NA,60,15,5,10,0,0,0,0,10,0,0,0,100,NA
"487","3","2023",2023-09-07,"BSM","3","1","S","S2","3",NA,25,10,20,15,0,0,0,0,0,0,0,0,70,NA
"488","3","2023",2023-09-07,"BSM","3","1","S","S2","4",NA,30,16,30,4,0,0,0,0,0,0,0,0,80,NA
"489","3","2023",2023-09-07,"BSM","3","2","S","S1","1",NA,40,35,10,10,0,0,0,0,0,0,0,0,95,NA
"490","3","2023",2023-09-07,"BSM","3","2","S","S1","2",NA,8,15,2,5,0,0,0,0,0,0,0,0,30,NA
"491","3","2023",2023-09-07,"BSM","3","2","S","S1","3",NA,60,5,5,10,0,0,0,0,0,0,0,0,80,NA
"492","3","2023",2023-09-07,"BSM","3","2","S","S1","4",NA,40,25,10,5,0,0,0,0,0,0,0,0,80,NA
"493","3","2023",2023-09-07,"BSM","3","2","S","S2","1",NA,65,10,5,20,0,0,0,0,0,0,0,0,100,NA
"494","3","2023",2023-09-07,"BSM","3","2","S","S2","2",NA,68,2,0,10,0,0,0,0,0,0,0,0,80,NA
"495","3","2023",2023-09-07,"BSM","3","2","S","S2","3",NA,30,15,0,5,0,0,0,0,0,0,0,0,50,NA
"496","3","2023",2023-09-07,"BSM","3","2","S","S2","4",NA,60,10,0,30,0,0,0,0,0,0,0,0,100,NA
"497","3","2023",2023-09-07,"BSM","3","3","S","S1","1",NA,10,20,20,40,0,0,0,0,0,0,0,0,90,NA
"498","3","2023",2023-09-07,"BSM","3","3","S","S1","2",NA,10,40,35,5,0,0,5,0,0,0,0,0,95,NA
"499","3","2023",2023-09-07,"BSM","3","3","S","S1","3",NA,5,20,20,25,0,0,0,0,0,0,0,0,70,NA
"500","3","2023",2023-09-07,"BSM","3","3","S","S1","4",NA,25,25,20,10,0,0,0,0,0,0,0,0,80,NA
"501","3","2023",2023-09-07,"BSM","3","3","S","S2","1",NA,10,20,33,15,0,0,2,0,0,0,0,0,80,NA
"502","3","2023",2023-09-07,"BSM","3","3","S","S2","2",NA,20,15,32,10,0,0,3,0,0,0,0,0,80,NA
"503","3","2023",2023-09-07,"BSM","3","3","S","S2","3",NA,5,13,35,20,0,0,2,0,0,0,0,0,75,NA
"504","3","2023",2023-09-07,"BSM","3","3","S","S2","4",NA,5,30,20,10,0,0,0,0,0,0,0,0,65,NA
"505","3","2023",2023-09-07,"BSM","3","4","S","S1","1",NA,30,20,10,10,0,0,0,0,0,0,0,0,70,NA
"506","3","2023",2023-09-07,"BSM","3","4","S","S1","2",NA,15,15,10,10,0,0,0,0,0,0,0,0,50,NA
"507","3","2023",2023-09-07,"BSM","3","4","S","S1","3",NA,25,10,25,10,0,0,0,0,0,0,0,0,70,NA
"508","3","2023",2023-09-07,"BSM","3","4","S","S1","4",NA,25,20,5,20,0,0,0,0,0,0,0,0,70,NA
"509","3","2023",2023-09-07,"BSM","3","4","S","S2","1",NA,15,10,25,20,0,0,0,0,0,0,0,0,70,NA
"510","3","2023",2023-09-07,"BSM","3","4","S","S2","2",NA,10,5,10,15,0,0,0,0,0,0,0,0,40,NA
"511","3","2023",2023-09-07,"BSM","3","4","S","S2","3",NA,15,10,30,15,0,0,10,0,0,0,0,0,80,NA
"512","3","2023",2023-09-07,"BSM","3","4","S","S2","4",NA,15,20,40,5,0,0,5,0,0,0,0,0,85,NA
